Field=Designator~String~Designator~100|Field=Quantity~Integer~Quantity~100|Field=Description~String~Description~100|Field=Manufacturer~String~Manufacturer~100|Field=Manufacturer Part Number~String~Manufacturer Part Number~100|Field=Price Unit~String~Price Unit~100|Field=Price 1K~String~Price 1K~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~REFLOW_CONTROLLER_A01.PrjPcb|ReportField=ProjectFullPath~C:\Users\leona\Documents\Marqueztronics\Projects\Reflow Oven\PCB\OpenReflowController\v0.1\Design Files\REFLOW_CONTROLLER_A01.PrjPcb|ReportField=Title~BOM_PartType For Project [REFLOW_CONTROLLER_A01.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~85|ReportField=ReportTime~12:33:06 PM|ReportField=ReportDate~6/22/2024|ReportField=ReportDateTime~6/22/2024 12:33:06 PM|ReportField=OutputName~BOM_PartType|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~Leonardo Márquez|ReportField=Address2~github.com/marqueztronics|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~|ReportField=CurrentTime~|ReportField=Date~|ReportField=DocumentFullPathAndName~|ReportField=DocumentName~|ReportField=DocumentNumber~001|ReportField=DrawnBy~Leonardo Márquez|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~|ReportField=Organization~Open Reflow Oven|ReportField=ProjectName~|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~5|ReportField=Time~|ReportField=Title~Open Reflow Oven - Top Sheet|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~REFLOW_CONTROLLER_A01.PrjPcb|ReportField=DataSourceFullPath~C:\Users\leona\Documents\Marqueztronics\Projects\Reflow Oven\PCB\OpenReflowController\v0.1\Design Files\REFLOW_CONTROLLER_A01.PrjPcb
J1, J8|2|1x2P 2P XH 1 2.5mm 2 Brass Plugin,P=2.5mm Wire To Board Connector ROHS|JST|B2B-XH-A(LF)(SN)|0.0301|0.0208|LCSC|C158012
J2, J3|2|1x2P 2P VH 1 7.92mm 2 Brass Plugin,P=7.92mm Wire To Board Connector ROHS|JST|B2P3-VH(LF)(SN)|0.0558|0.0310|LCSC|C160745
J4|1|C14 Right Angle Panel Mount, PCB Mount IEC Connector Male, 10A, 250 V|Bulgin|PX0580/PC/12132|5.03|4.37|RS|261-5840
J5|1|C13 Right Angle Panel Mount, PCB Mount IEC Connector Socket, 10A, 250 V|Bulgin|PX0675/PC|6.49|5.45|RS|801-948
J6, J7|2|2.54mm Plugin 3A 7P Straight 1x7P 8.5mm Top Square Holes Plugin,P=2.54mm Female Headers ROHS|DEALON|DM254R-11-07-85|0.0634|0.0376|LCSC|C2935978
J9|1|2.54mm Plugin 3A 4P Straight 1x4P 8.5mm Top Square Holes Plugin,P=2.54mm Female Headers ROHS|DEALON|DW254R-11-04-85|0.0447|0.0266|LCSC|C2935898
LED1|1|20mA 54mcd -55?~+85? 631nm Red 130° 75mW 2V 0603 Light Emitting Diodes (LED) ROHS|Lite-On|LTST-C191KRKT|0.014|0.011|LCSC|C125099
LED2|1|SMD5050 RGB LEDs ROHS|HONGLITRONIC|HL-AF-5060H248BS36FU76GC-S1-THL|0.014|0.0325|LCSC|C2683773
Q1, Q2, Q3|3|40V 250mW 200mA NPN SOT-23 Bipolar Transistors - BJT ROHS|Nexperia|MMBT3904|0.0155|0.0124|LCSC|C108429
R1, R5|2|100mW Thick Film Resistors 75V ±100ppm/? ±1% 100kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-07100KL|0.0009|0.0007|LCSC|C14675
R2, R3, R16, R17, R26|5|100mW Thick Film Resistors 75V ±100ppm/? ±1% 1kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-071KL|0.001|0.0008|LCSC|C22548
R4, R12, R27, R29|4|100mW Thick Film Resistors 75V ±100ppm/? ±1% 100O 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-07100RL|0.001|0.0007|LCSC|C105588
R6, R14, R18, R19, R20, R21, R22, R23, R24, R25|10|100mW Thick Film Resistors 75V ±100ppm/? ±1% 10kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-0710KL|0.0009|0.0007|LCSC|C98220
R7, R15|2|100mW Thick Film Resistors 75V ±100ppm/? ±1% 4.7kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-074K7L|0.001|0.0008|LCSC|C99782
R8, R10|2|100mW Thick Film Resistors 75V ±100ppm/? ±1% 2.2kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-072K2L|0.0011|0.0009|LCSC|C114662
R9|1|100mW Thick Film Resistors 75V ±100ppm/? ±1% 1.5kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-071K5L|0.0012|0.0009|LCSC|C114668
R13|1|100mW Thick Film Resistors 75V ±100ppm/? ±1% 8.45kO 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-078K45L|0.0012|0.001|LCSC|C163417
R28, R30|2|100mW Thick Film Resistors 75V ±100ppm/? ±1% 30O 0603 Chip Resistor - Surface Mount ROHS|Yageo|RC0603FR-0730RL|0.0012|0.001|LCSC|C128060
RT1|1|10kO 330uA 100mW ±1% 3950K ±1% 0603 NTC Thermistors ROHS|Sunlord|SDNT1608X103F3950FTF|0.0206|0.0148|LCSC|C279936
RV1|1|VARISTOR 470V 1.2KA DISC 7MM|Bourns|MOV-07D471K|0.0857|0.0532|LCSC|C1527385
SW1, SW2, SW3, SW4|4|No NO 50mA 6mm 100mO 300000 12V 260gf -20?~+70? 6mm 11.5mm Black Round Button Brick nogging SPST SMD Tactile Switches ROHS|XKB Connectivity|TS-1102SD-C-P-B|0.0604|0.0375|LCSC|C2936025
T1|1|Block 9V ac 1 Output Through Hole PCB Transformer, 3.2VA|Block|VB 3,2/1/9|7.24|7.24|RS|732-0398
U1|1|17MHz 0.1pA Dual VSSOP-8 Precision OpAmps ROHS|Texas Instruments|LMP7716MM/NOPB|2.1951|1.3767|LCSC|C72531
U2|1|5pA Single 1MHz SOT-23-5 Operational Amplifier ROHS|Texas Instruments|TLV9001IDBVR|0.2141|0.136|LCSC|C398363
U3|1|300mA 75dB@(100Hz) Fixed 5V Positive electrode 13.2V SOT-23 Linear Voltage Regulators (LDO) ROHS|Diodes Incorporated|AP2210N-5.0TRG1|0.1405|0.0839|LCSC|C460341
U4|1|300mA 75dB@(100Hz) Fixed 3.3V Positive electrode 13.2V SOT-23 Linear Voltage Regulators (LDO) ROHS|Diodes Incorporated|AP2210N-3.3TRG1|0.0907|0.0597|LCSC|C155508
U5|1|35A 1V@400mA 800mA 600V MBS Bridge Rectifiers ROHS|STMicroelectronics|STM32F446RET6|3.3018|2.3276|LCSC|C69336
